product_id,provider_id,product_name,product_status,description,price,product_image,quantity,sold_quantity,position,rating,create_at,update_at,delete_at,calo
1003820,1000010,Dal Makhani,1,"Lentil cooked with herbs, buttercream, and Indian spices.",12.5,,1000,1000,1,3.7,2020-04-07 18:42:47,2020-04-07 18:42:47,,300
1003821,1000050,Dal Makhani,1,.,11.99,https://d1ralsognjng37.cloudfront.net/de06ef6a-808e-4204-b701-46d2d004880c.jpeg,1000,1000,1,3.5,2018-08-16 11:00:31,2018-08-16 11:00:31,,300
1003822,1000010,Dal Soup,1,Served with tamarind sauce.,5.0,,1000,1000,1,4.1,2018-02-15 04:45:19,2018-02-15 04:45:19,,300
1003823,1000010,Dal Tarka,1,"Lentil cooked with butter, ginger, tomatoes, coriander herbs, and spices.",12.5,,1000,1000,1,4.8,2020-11-09 22:02:33,2020-11-09 22:02:33,,300
1003824,1000018,Danish - Raspberry & Custard,1,This buttery pastry is packed with smooth custard and fresh tart raspberries.,4.0,https://d1ralsognjng37.cloudfront.net/5bb8081a-7fad-499c-b858-eb343de56c50.jpeg,1000,1000,1,4.9,2020-01-24 14:59:30,2020-01-24 14:59:30,,300
1003825,1000018,Danish - Wild Blueberry & Custard,1,This buttery pastry is packed with smooth custard and fresh tart raspberries.,4.0,https://d1ralsognjng37.cloudfront.net/0f3f89c2-c874-4a50-a7d3-fde9c40ef80b.jpeg,1000,1000,1,4.4,2021-07-30 14:57:37,2021-07-30 14:57:37,,300
1003826,1000000,Danone Oikos Strawberry Yogurt,1,"Dannon® Oikos® Strawberry Traditional Greek Yogurt is a delicious Greek yogurt with 15 calories, 11 g of high-quality protein, and a good source of calcium and Vitamin D* in every 5.3 oz. cup.",1.69,https://d1ralsognjng37.cloudfront.net/0ed769bf-e775-4728-854e-91cf21514653.jpeg,1000,1000,1,4.9,2018-05-17 20:32:14,2018-05-17 20:32:14,,300
1003827,1000000,Danone Oikos Vanilla Yogurt,1,"Dannon® Oikos® Triple Zero Vanilla is made with the sweetness of Stevia, a zero-calorie sweetener and sugar substitute sourced from the stevia rebaudiana leaf.",1.69,https://d1ralsognjng37.cloudfront.net/e20bc06c-4c0b-4d3c-8dbe-53e0fbe11123.jpeg,1000,1000,1,4.9,2021-04-14 17:36:29,2021-04-14 17:36:29,,300
1003828,1000022,Dare Bear Paws Rainbow Chip Baked Soft Cookie 240g,1,,9.99,,1000,1000,1,4.4,2018-09-27 21:38:51,2018-09-27 21:38:51,,300
1003829,1000022,Dare Bold N Baked Extra Exquis Nacho Cheese Chips 150g,1,,9.99,,1000,1000,1,4.5,2018-05-26 23:04:13,2018-05-26 23:04:13,,300
1003830,1000022,Dare Bold n Baked Extra Exquis 150g,1,,9.99,,1000,1000,1,4.7,2018-01-08 00:34:26,2018-01-08 00:34:26,,300
1003831,1000020,Dare Breaktime Coconut Cookies 250 g,1,,4.99,,1000,1000,1,4.6,2020-09-20 22:10:22,2020-09-20 22:10:22,,300
1003832,1000022,Dare Breaktime Coconut Cookies 325g,1,,9.99,,1000,1000,1,4.2,2021-07-17 08:26:22,2021-07-17 08:26:22,,300
1003833,1000020,Dare Breaktime Ginger Cookies 250 g,1,,4.99,,1000,1000,1,4.7,2019-09-21 08:04:07,2019-09-21 08:04:07,,300
1003834,1000035,Dare Breton Crackers - 225g,1,.,5.99,,1000,1000,1,4.4,2020-02-13 16:11:30,2020-02-13 16:11:30,,300
1003835,1000020,"Dare Realfruit Gummies, 180g",1,,4.99,https://d1ralsognjng37.cloudfront.net/c5983f18-b708-4d7d-aff7-9f5329876681.jpeg,1000,1000,1,3.6,2018-03-30 10:52:26,2018-03-30 10:52:26,,300
1003836,1000020,"Dare Realfruit Gummies, Medley, 180g",1,,5.99,https://d1ralsognjng37.cloudfront.net/243f0b04-f96e-4892-9c35-3534f97aee24.jpeg,1000,1000,1,4.8,2018-07-29 05:54:48,2018-07-29 05:54:48,,300
1003837,1000020,"Dare Realfruit Gummies, Tropical, 180g",1,,4.99,https://d1ralsognjng37.cloudfront.net/3e74a89d-93a2-4dee-834c-5e5a1dbb38e3.jpeg,1000,1000,1,4.6,2020-07-13 19:07:00,2020-07-13 19:07:00,,300
1003838,1000022,Dare Sweet Chili Bold N Baked 150g,1,,9.99,,1000,1000,1,3.8,2018-07-27 17:20:23,2018-07-27 17:20:23,,300
1003839,1000022,Dare Whippet Sticks Brownie 250g,1,,9.99,,1000,1000,1,4.3,2021-11-21 18:11:42,2021-11-21 18:11:42,,300
1003840,1000075,Dark Chocolate Grahams (2 Pack),1,.,2.85,https://d1ralsognjng37.cloudfront.net/6e9ab806-a46c-4358-b8d3-06e1e01b155b.jpeg,1000,1000,1,4.7,2021-12-10 06:26:51,2021-12-10 06:26:51,,300
1003841,1000045,Dark Chocolate Waffle Bowl,1,.,1.99,https://d1ralsognjng37.cloudfront.net/e2d8042a-4b66-42d4-9f1c-b5b02ef58076.jpeg,1000,1000,1,4.9,2018-03-12 07:45:32,2018-03-12 07:45:32,,300
1003842,1000097,Dark Roast 875g Can Dark Roast 875g Can,1,,20.89,,1000,1000,1,4.7,2019-08-06 01:43:33,2019-08-06 01:43:33,,300
1003843,1000097,Dark Roast Coffee,1,.,1.69,https://d1ralsognjng37.cloudfront.net/62785eee-934d-4120-a964-bc738e4dc950.jpeg,1000,1000,1,3.6,2021-11-28 08:56:45,2021-11-28 08:56:45,,300
1003844,1000098,Dark Roast Coffee,1,.,1.69,https://d1ralsognjng37.cloudfront.net/aed1a013-b03f-43a9-82b0-5c61e45620b2.jpeg,1000,1000,1,4.0,2018-04-23 04:20:11,2018-04-23 04:20:11,,300
1003845,1000014,Dasani (591 ml),1,,2.26,,1000,1000,1,4.7,2020-07-07 07:04:08,2020-07-07 07:04:08,,300
1003846,1000000,Dasani 591ml,1,.,2.29,https://d1ralsognjng37.cloudfront.net/313de176-fd95-4187-9bcb-f9303f914375.jpeg,1000,1000,1,4.0,2019-10-19 13:08:52,2019-10-19 13:08:52,,300
1003847,1000020,Dasani Water (1 lt),1,,4.99,https://d1ralsognjng37.cloudfront.net/7b8493b8-f529-4dbb-925c-7204dd1d2db8.jpeg,1000,1000,1,4.5,2020-05-18 22:03:10,2020-05-18 22:03:10,,300
1003848,1000079,Dasani Water (591 ml - 1.5 ltr),1,,2.49,https://d1ralsognjng37.cloudfront.net/7ed90c0b-36a5-4d44-a28e-a69d1818d09e.jpeg,1000,1000,1,4.7,2019-01-19 14:14:22,2019-01-19 14:14:22,,300
1003849,1000072,Dasani Water 1 Liter Bottle,1,Dasani water 1 liter bottle.,3.5,https://d1ralsognjng37.cloudfront.net/4259ce06-78fb-4a10-b6cc-16e30c8b48a0.jpeg,1000,1000,1,3.7,2021-10-18 12:20:50,2021-10-18 12:20:50,,300
1003850,1000022,Dasani Water 1l,1,,2.99,,1000,1000,1,4.1,2019-10-16 16:24:11,2019-10-16 16:24:11,,300
1003851,1000020,Dasani Water Bottle (1 lt),1,,3.5,,1000,1000,1,4.5,2019-03-23 14:15:10,2019-03-23 14:15:10,,300
1003852,1000072,Dasani Water Bottle (1 lt),1,,3.5,https://d1ralsognjng37.cloudfront.net/4c380355-01d5-49e6-a442-9c0a77dff8b1.jpeg,1000,1000,1,4.6,2020-07-31 08:41:00,2020-07-31 08:41:00,,300
1003853,1000047,Dasani Water [0.0 Cals],1,Dasani Water [0.,2.49,https://d1ralsognjng37.cloudfront.net/b646b3d4-cac5-446b-9346-0fd16c5f3ca3.jpeg,1000,1000,1,4.3,2019-11-09 18:35:25,2019-11-09 18:35:25,,300
1003854,1000048,Dasani Water [0.0 Cals],1,"Calories do not reflect customization or additional ingredients.Adults and youth (ages 13 and older) need an average of 2,000 calories a day, and children (ages 4 to 12) need an average of 1,500 calories a day. However, individual needs vary.",2.49,https://d1ralsognjng37.cloudfront.net/fe8e5d65-535f-4a1f-8f2e-5dc571e67881.jpeg,1000,1000,1,4.8,2018-03-01 06:21:22,2018-03-01 06:21:22,,300
1003855,1000028,Dasani Water,1,,2.39,https://d1ralsognjng37.cloudfront.net/e9ba9189-ba86-499f-8b8c-a311dc66128e.jpeg,1000,1000,1,4.2,2021-07-01 22:51:16,2021-07-01 22:51:16,,300
1003856,1000020,Dasani water 591 ML,1,,2.99,,1000,1000,1,4.8,2019-07-25 12:57:31,2019-07-25 12:57:31,,300
1003857,1000102,Dasani® Water (500 ml),1,.,2.69,https://d1ralsognjng37.cloudfront.net/4591aefa-7734-44f7-9a79-95377b0304dd.jpeg,1000,1000,1,4.2,2021-02-03 05:22:49,2021-02-03 05:22:49,,300
1003858,1000027,Date Almond Power Shake,1,"Almond butter, dates, maple syrup, banana, cinnamon, almond milk. 16 oz.",12.0,https://d1ralsognjng37.cloudfront.net/5b88d021-e01b-4116-8c50-c547249b89c2.jpeg,1000,1000,1,3.7,2021-01-24 03:40:13,2021-01-24 03:40:13,,300
1003859,1000102,Dave's Double® Combo,1,.,11.32,https://d1ralsognjng37.cloudfront.net/31fc2f67-554f-4b0e-8f81-f5b77feadcf2.jpeg,1000,1000,1,4.3,2018-11-20 21:05:35,2018-11-20 21:05:35,,300
1003860,1000102,Dave's Double®,1,.,8.02,https://d1ralsognjng37.cloudfront.net/9eb4b306-a311-4d3e-b627-e0221405791c.jpeg,1000,1000,1,4.8,2018-08-31 07:42:40,2018-08-31 07:42:40,,300
1003861,1000102,Dave's Single® Combo,1,.,9.89,https://d1ralsognjng37.cloudfront.net/ed68df92-9c38-4855-b5df-ea6846e92529.jpeg,1000,1000,1,3.7,2018-09-08 02:17:28,2018-09-08 02:17:28,,300
1003862,1000102,Dave's Single®,1,.,6.59,https://d1ralsognjng37.cloudfront.net/8d5a052a-2fde-443e-9839-a8e2b2052bc9.jpeg,1000,1000,1,4.0,2021-08-23 19:08:28,2021-08-23 19:08:28,,300
1003863,1000102,Dave's Triple® Combo,1,.,12.75,https://d1ralsognjng37.cloudfront.net/fb17cf6b-0b03-4519-aaf5-3639439e47ba.jpeg,1000,1000,1,4.4,2021-10-02 00:39:02,2021-10-02 00:39:02,,300
1003864,1000102,Dave's Triple®,1,.,9.45,https://d1ralsognjng37.cloudfront.net/f632f4bc-c7e7-419c-b89e-3e093a1c5991.jpeg,1000,1000,1,3.9,2021-05-15 02:14:00,2021-05-15 02:14:00,,300
1003865,1000020,David Gordon Foods Jalapeno Dippers,1,,10.99,,1000,1000,1,4.2,2018-12-15 20:55:35,2018-12-15 20:55:35,,300
1003866,1000072,David Gordon Foods Jalapeño Dippers,1,Sprite.,10.99,,1000,1000,1,4.5,2019-06-07 22:21:15,2019-06-07 22:21:15,,300
1003867,1000022,Dawn Dishsoap Original 375 Milk Kitchen and Dining,1,,2.36,,1000,1000,1,3.9,2019-03-11 14:53:43,2019-03-11 14:53:43,,300
1003868,1000020,Dawn Dishsoap Original Kitchen and Dining (375 ml),1,,5.99,https://d1ralsognjng37.cloudfront.net/c2ade6c4-4906-4c4b-8baa-a0cabbedecaf.jpeg,1000,1000,1,3.6,2020-03-17 07:05:17,2020-03-17 07:05:17,,300
1003869,1000020,Dawn Dishwashing Detergent Original (375 ml),1,,10.99,,1000,1000,1,4.0,2018-04-08 13:42:47,2018-04-08 13:42:47,,300
1003870,1000072,Dawn Dishwashing Detergent Original 375 Ml,1,,6.99,,1000,1000,1,4.0,2019-07-03 16:03:31,2019-07-03 16:03:31,,300
1003871,1000079,Dawn Original Dish Soap (537 ml),1,,5.99,https://d1ralsognjng37.cloudfront.net/6fcd4606-1c98-40f0-9baf-6e9e4f0b52cb.jpeg,1000,1000,1,4.8,2019-12-26 18:25:58,2019-12-26 18:25:58,,300
1003872,1000005,Dawn Ultra Dishwashing Liquid (709 ml),1,,7.97,https://d1ralsognjng37.cloudfront.net/2ebb697d-dd0a-4dc2-ab0d-e65ee69c7d39.jpeg,1000,1000,1,4.4,2021-04-24 16:53:17,2021-04-24 16:53:17,,300
1003873,1000022,Dawn Ultra Original Scent Dish,1,,6.98,https://d1ralsognjng37.cloudfront.net/7652f684-ab66-49e1-9dbf-c5c1ec08fbcd.jpeg,1000,1000,1,4.7,2018-08-29 20:40:32,2018-08-29 20:40:32,,300
1003874,1000079,DayQuil Cold&Fl Liquide 236ml,1,,17.99,,1000,1000,1,4.1,2019-09-07 14:34:55,2019-09-07 14:34:55,,300
1003875,1000096,Dead Ringer,1,.,21.31,https://d1ralsognjng37.cloudfront.net/eda9394b-b369-48dc-85fb-d78c2ffafec8.jpeg,1000,1000,1,4.1,2018-06-22 19:52:01,2018-06-22 19:52:01,,300
1003876,1000097,Decaf Coffee,1,.,1.69,https://d1ralsognjng37.cloudfront.net/83027c01-cbc3-4b90-9256-bf8ddf1f2fd0.jpeg,1000,1000,1,3.8,2019-04-19 12:04:23,2019-04-19 12:04:23,,300
1003877,1000098,Decaf Coffee,1,.,1.69,https://d1ralsognjng37.cloudfront.net/28fae857-324a-46af-a444-4c9ea9f7092a.jpeg,1000,1000,1,4.8,2021-04-20 09:37:51,2021-04-20 09:37:51,,300
1003878,1000075,Decaf Pike Place® Roast,1,.,21.85,https://d1ralsognjng37.cloudfront.net/af6a6e35-fef8-4c0a-8bec-f870bff14342.jpeg,1000,1000,1,3.8,2021-04-19 22:18:57,2021-04-19 22:18:57,,300
1003879,1000044,Deep Dutch Brownie,1,.,6.99,https://d1ralsognjng37.cloudfront.net/758cd9ac-0566-4033-ab18-db0485123150.jpeg,1000,1000,1,4.3,2020-03-08 19:59:10,2020-03-08 19:59:10,,300
1003880,1000099,Deep Dutch Brownie,1,.,6.99,https://d1ralsognjng37.cloudfront.net/6a3f744d-a044-411b-af61-5c9b16411c6b.jpeg,1000,1000,1,3.9,2019-01-06 22:14:34,2019-01-06 22:14:34,,300
1003881,1000073,Deep Fried Breaded Shrimp,1,.,11.5,https://d1ralsognjng37.cloudfront.net/807f0eda-f6a8-450d-ab8a-b84f755fd479.jpeg,1000,1000,1,3.6,2020-03-07 10:49:37,2020-03-07 10:49:37,,300
1003882,1000088,Deep Fried Deviled Eggs,1,.,12.09,,1000,1000,1,4.8,2021-06-01 07:50:12,2021-06-01 07:50:12,,300
1003883,1000093,Deep Fried Mars Bar,1,,7.95,,1000,1000,1,3.8,2020-04-28 10:36:14,2020-04-28 10:36:14,,300
1003884,1000034,Deep Fried Pickles,1,.,4.49,https://d1ralsognjng37.cloudfront.net/bd632c4c-3027-41b4-9e23-60b926be9889.jpeg,1000,1000,1,4.4,2021-06-25 05:29:40,2021-06-25 05:29:40,,300
1003885,1000092,Deep Fried Pickles,1,Lightly breaded dill pickle wedges fried. Served with Ranch dressing.,12.98,,1000,1000,1,3.7,2019-08-24 07:44:43,2019-08-24 07:44:43,,300
1003886,1000070,Deep Fried Pork Katsu,1,,7.5,,1000,1000,1,3.9,2020-10-16 15:22:11,2020-10-16 15:22:11,,300
1003887,1000073,Deep Fried Scallop,1,.,11.5,https://d1ralsognjng37.cloudfront.net/c57eabe2-6e0e-4678-934a-ddcad997a70b.jpeg,1000,1000,1,4.5,2021-03-28 11:03:25,2021-03-28 11:03:25,,300
1003888,1000005,Deep N Delicious 510 g (Assorted Flavours),1,,9.97,https://d1ralsognjng37.cloudfront.net/5f53c3ae-1825-4b59-b19b-64a4bd6da826.jpeg,1000,1000,1,4.6,2020-10-19 16:10:54,2020-10-19 16:10:54,,300
1003889,1000086,Deep-Fried Fish Cake 甜不辣,1,,7.49,https://d1ralsognjng37.cloudfront.net/1f1e7c54-e9d6-4510-9353-654ffe8c1436.jpeg,1000,1000,1,3.8,2018-07-04 02:42:32,2018-07-04 02:42:32,,300
1003890,1000086,Deep-Fried Fish Tofu 炸鱼豆腐,1,10 pieces.,7.49,https://d1ralsognjng37.cloudfront.net/12d64612-8899-4211-a4a3-b13fb4722080.jpeg,1000,1000,1,4.0,2021-03-25 14:14:32,2021-03-25 14:14:32,,300
1003891,1000086,Deep-Fried Lobster Ball 龙虾丸（8件）,1,8 pieces.,7.49,https://d1ralsognjng37.cloudfront.net/3ea966cd-0519-4de8-8e66-a5690ed8b4e6.jpeg,1000,1000,1,3.6,2018-08-07 18:27:49,2018-08-07 18:27:49,,300
1003892,1000105,Deep-Fried Pickles,1,Tangy dill pickles deep-fried to perfection. Served with ranch dip.,11.0,,1000,1000,1,4.0,2021-06-29 02:49:52,2021-06-29 02:49:52,,300
1003893,1000086,Deep-Fried Squid Ball 花枝丸（8件）,1,8 pieces.,7.49,https://d1ralsognjng37.cloudfront.net/900cb4ec-c06c-4419-b4e1-0ab6eb86c1e9.jpeg,1000,1000,1,4.8,2020-12-13 23:34:00,2020-12-13 23:34:00,,300
1003894,1000020,"Degree Men MotionSense Antiperspirant Deodorant Dry Spray, Sport Defense 112ml",1,,8.99,,1000,1000,1,4.2,2021-03-21 16:12:54,2021-03-21 16:12:54,,300
1003895,1000022,Del Monte Guava Nectar (960 ml),1,,4.99,,1000,1000,1,4.9,2019-02-18 05:54:03,2019-02-18 05:54:03,,300
1003896,1000020,Del Monte Guava nectar (1L),1,,4.99,,1000,1000,1,4.0,2018-09-04 13:38:46,2018-09-04 13:38:46,,300
1003897,1000079,Del Monte Juice (960 ml) (Assorted Flavours),1,,3.49,https://d1ralsognjng37.cloudfront.net/6c5cc85f-c1e0-471f-ae1f-30f840294f11.jpeg,1000,1000,1,3.9,2019-07-30 20:19:58,2019-07-30 20:19:58,,300
1003898,1000022,Del Monte Peach Nectar (1 lt)(960 ml),1,,4.99,,1000,1000,1,4.0,2019-07-16 20:08:30,2019-07-16 20:08:30,,300
1003899,1000020,Del Monte Peach Nectar (1 lt),1,,4.99,,1000,1000,1,3.6,2019-07-21 16:28:00,2019-07-21 16:28:00,,300
1003900,1000022,Del Monte Pineapple Nectar (960 ml),1,,4.99,,1000,1000,1,4.6,2020-11-05 17:07:29,2020-11-05 17:07:29,,300
1003901,1000020,Del Monte Pineapple Nectar,1,,4.99,,1000,1000,1,3.8,2020-12-16 12:40:06,2020-12-16 12:40:06,,300
1003902,1000072,Del Monte peach nectar (1 liter),1,.,4.99,https://d1ralsognjng37.cloudfront.net/52059aa0-9478-44de-901c-d9e69437608b.jpeg,1000,1000,1,3.8,2018-09-17 06:04:28,2018-09-17 06:04:28,,300
1003903,1000072,Del monte guava nectar,1,.,4.99,https://d1ralsognjng37.cloudfront.net/d70a0d2f-ec70-47a2-819f-806feb6d7bdd.jpeg,1000,1000,1,4.1,2021-02-22 03:41:41,2021-02-22 03:41:41,,300
1003904,1000072,Del monte pineapple nectar,1,.,4.99,https://d1ralsognjng37.cloudfront.net/c69afdcd-8986-4509-abae-d2275b5acfa2.jpeg,1000,1000,1,4.4,2021-01-13 03:43:19,2021-01-13 03:43:19,,300
1003905,1000051,Delicious Deep Fried Pickles,1,Served with a Kickin' Ranch Dip.,10.34,https://d1ralsognjng37.cloudfront.net/6548f1e6-c5ca-4892-9dfc-b0a232bf53bc.jpeg,1000,1000,1,3.7,2020-01-25 13:36:15,2020-01-25 13:36:15,,300
1003906,1000070,Delicious Karaage Bento,1,"Deep fried chicken with rice, potato salad, and vegetables.",13.99,,1000,1000,1,4.5,2019-07-05 19:45:06,2019-07-05 19:45:06,,300
1003907,1000072,"Delissio ""Canadian"" Pizza Thin & Crispy (520g)",1,Delissio Canadain pizza ( 520 gms).,13.99,https://d1ralsognjng37.cloudfront.net/327953a6-9425-421d-b455-1292bfa58ac2.jpeg,1000,1000,1,4.3,2019-08-03 18:48:30,2019-08-03 18:48:30,,300
1003908,1000072,Delissio Pepperoni pizza Thin & crispy,1,,13.99,,1000,1000,1,4.2,2018-07-12 06:53:03,2018-07-12 06:53:03,,300
1003909,1000079,Delissio Pizza (Rising Crust),1,,13.99,https://d1ralsognjng37.cloudfront.net/8089fc0f-4812-4c0f-a17d-a23893d94a2d.jpeg,1000,1000,1,3.5,2018-03-22 07:23:03,2018-03-22 07:23:03,,300
1003910,1000020,"Delissio Rising Crust 3 Meat, 834g",1,,15.99,,1000,1000,1,3.7,2018-04-18 05:43:04,2018-04-18 05:43:04,,300
1003911,1000020,Delissio Rising Crust Canadian Pizza 860g,1,,15.99,,1000,1000,1,3.7,2019-06-09 02:03:44,2019-06-09 02:03:44,,300
1003912,1000020,"Delissio Rising Crust Deluxx Pizza, 888g",1,,15.0,,1000,1000,1,4.2,2019-09-14 21:12:55,2019-09-14 21:12:55,,300
1003913,1000020,"Delissio Rising Crust Pizza 4 Cheese, 782g",1,,15.99,,1000,1000,1,3.8,2018-06-23 20:44:20,2018-06-23 20:44:20,,300
1003914,1000020,Delissio Rising Crust Pizza Pepperoni (788 gm),1,,15.99,,1000,1000,1,4.3,2018-04-16 10:55:14,2018-04-16 10:55:14,,300
1003915,1000020,"Delissio Singles 3 Cheese Pizza, 360g",1,,11.99,,1000,1000,1,4.0,2020-05-27 07:27:57,2020-05-27 07:27:57,,300
1003916,1000020,Delissio Singles All Dressed Pizza 392g,1,,11.99,,1000,1000,1,3.6,2019-12-26 06:37:44,2019-12-26 06:37:44,,300
1003917,1000020,"Delissio Singles Meat Lovers Pizza, 374g",1,,11.99,,1000,1000,1,4.9,2020-10-27 05:40:07,2020-10-27 05:40:07,,300
1003918,1000020,Delissio Singles Pepperoni Pizza 366g,1,,11.99,,1000,1000,1,3.7,2019-12-03 22:36:55,2019-12-03 22:36:55,,300
1003919,1000020,"Delissio Thin Crispy Crust 4 Cheese, 560g",1,,13.0,,1000,1000,1,3.9,2018-08-03 12:21:41,2018-08-03 12:21:41,,300
1003920,1000020,"Delissio Thin Crispy Crust 4 Meat Pizza, 525g",1,,13.99,,1000,1000,1,4.2,2018-07-11 23:03:23,2018-07-11 23:03:23,,300
1003921,1000072,Delmonte Fruit Snack - Very Cherry Water,1,,5.5,,1000,1000,1,4.5,2021-02-15 19:26:45,2021-02-15 19:26:45,,300
1003922,1000020,Delmonte Fruit Snack Very Cherry Water,1,,5.5,,1000,1000,1,4.1,2019-03-21 15:41:07,2019-03-21 15:41:07,,300
1003923,1000020,Delon Salon Formula Moisturizing Nail Polish Remover Lemon Scent 295ml,1,,5.99,,1000,1000,1,3.7,2019-07-24 16:25:40,2019-07-24 16:25:40,,300
1003924,1000020,Delon Salon Formula Regular Nail Polish Remover 295ml,1,,5.99,,1000,1000,1,4.3,2021-03-24 20:31:55,2021-03-24 20:31:55,,300
1003925,1000024,Delux A Party Tray (38pcs),1,.,49.99,https://d1ralsognjng37.cloudfront.net/bc6ab005-7b7d-4157-9d78-f64bf3ca9abf.jpeg,1000,1000,1,3.7,2020-07-23 05:50:51,2020-07-23 05:50:51,,300
1003926,1000024,Delux B Party Tray (51pcs),1,.,64.99,https://d1ralsognjng37.cloudfront.net/f1f0a81f-d521-4dd7-a803-7fea6a57aace.jpeg,1000,1000,1,4.2,2018-12-10 21:38:29,2018-12-10 21:38:29,,300
1003927,1000024,Delux C Party Tray (44pcs),1,.,64.99,,1000,1000,1,3.8,2018-10-28 02:16:33,2018-10-28 02:16:33,,300
1003928,1000052,Deluxe Mixed Grill,1,"Montfort chicken, chicken shawarma, lamb souvlaki, kafta, and lamb chops. Comes with side sauce.",36.0,,1000,1000,1,4.1,2018-11-24 00:56:51,2018-11-24 00:56:51,,300
1003929,1000074,Deluxe Western Omelette,1,.,12.99,https://d1ralsognjng37.cloudfront.net/6b49f7ce-b1fd-4d2a-8d35-414c94007725.jpeg,1000,1000,1,4.8,2019-04-19 02:08:52,2019-04-19 02:08:52,,300
1003930,1000020,Dentyne - 12 Pieces Cinnamon Gum Fire,1,,4.99,,1000,1000,1,3.6,2019-04-22 08:20:19,2019-04-22 08:20:19,,300
1003931,1000020,Dentyne - 12Pieces Ice Spearmint,1,,4.99,,1000,1000,1,4.8,2018-01-21 19:58:58,2018-01-21 19:58:58,,300
1003932,1000079,Dentyne Gums 12's (Assorted Flavours),1,,2.49,https://d1ralsognjng37.cloudfront.net/a45c7d34-205c-4535-adb1-b25c86940ec3.jpeg,1000,1000,1,4.9,2018-07-23 07:32:10,2018-07-23 07:32:10,,300
1003933,1000020,Dentyne Ice Arctic Bubble 12 Pack,1,,4.99,,1000,1000,1,4.4,2020-09-25 08:19:31,2020-09-25 08:19:31,,300
1003934,1000000,Dentyne Ice Intense,1,.,2.19,https://d1ralsognjng37.cloudfront.net/c9b26761-b8a9-4009-80ad-fe56dc6c9f1e.jpeg,1000,1000,1,4.3,2019-01-19 04:06:51,2019-01-19 04:06:51,,300
1003935,1000020,Dentyne Ice Midnight Mint 12pc,1,,2.99,,1000,1000,1,4.5,2020-11-27 09:59:39,2020-11-27 09:59:39,,300
1003936,1000020,Dentyne Ice Peppermint gum 12 Pc,1,,2.99,,1000,1000,1,3.6,2019-12-11 21:48:54,2019-12-11 21:48:54,,300
1003937,1000020,Dentyne Ice Shiver 12 Pack,1,,4.99,,1000,1000,1,3.5,2018-02-18 16:54:02,2018-02-18 16:54:02,,300
1003938,1000000,Dentyne Ice Spearmint,1,Refreshingly cool spearmint flavor. It’s the smart way to stay fresh.,2.19,https://d1ralsognjng37.cloudfront.net/60c6d360-0d12-4b46-a8d4-94610d57a8b2.jpeg,1000,1000,1,4.8,2019-05-06 07:15:13,2019-05-06 07:15:13,,300
1003939,1000033,Devil's Pale Ale,1,,6.0,,1000,1000,1,3.7,2019-07-10 13:19:42,2019-07-10 13:19:42,,300
1003940,1000010,Dhamsak,1,Well spiced hot sweet and sour curry.,17.6,,1000,1000,1,4.5,2019-11-30 10:11:26,2019-11-30 10:11:26,,300
1003941,1000005,Di Manno Bread Crumbs (300 g),1,,3.97,https://d1ralsognjng37.cloudfront.net/442abf7c-a8b7-4384-83eb-14d27a6afc3e.jpeg,1000,1000,1,3.9,2021-05-26 19:23:02,2021-05-26 19:23:02,,300
1003942,1000020,Dial Advanced Deodorant Soap,1,,14.99,,1000,1000,1,3.8,2021-06-01 08:29:59,2021-06-01 08:29:59,,300
1003943,1000072,Dial Advanced Deodorantsoap,1,,14.99,,1000,1000,1,4.8,2021-01-13 17:38:57,2021-01-13 17:38:57,,300
1003944,1000020,Dial Miracle Oil 473ml,1,,10.99,,1000,1000,1,4.4,2021-10-02 12:08:25,2021-10-02 12:08:25,,300
1003945,1000073,Diamond Box,1,.,24.5,,1000,1000,1,4.2,2020-06-22 12:25:46,2020-06-22 12:25:46,,300
1003946,1000073,Diamond Sashimi,1,.,21.99,,1000,1000,1,4.9,2020-03-17 05:59:08,2020-03-17 05:59:08,,300
1003947,1000073,Diamond Sushi,1,.,17.5,https://d1ralsognjng37.cloudfront.net/0b0be6f8-8525-4c9c-a336-35348b50196f.jpeg,1000,1000,1,3.9,2021-03-12 17:35:33,2021-03-12 17:35:33,,300
1003948,1000005,Diana BBQ Sauce Honey Garlic (500 ml),1,,6.97,https://d1ralsognjng37.cloudfront.net/9dd641b3-e26b-4d13-b416-edb0e0db212e.jpeg,1000,1000,1,3.6,2021-08-08 12:42:42,2021-08-08 12:42:42,,300
1003949,1000005,Diana BBQ Sauce Rib and Chicken (500 ml),1,,6.97,https://d1ralsognjng37.cloudfront.net/6e91644a-810a-41d4-a952-4f62efbdf82f.jpeg,1000,1000,1,3.8,2020-06-06 12:07:26,2020-06-06 12:07:26,,300
1003950,1000089,Diced Goat Bone,1,,5.99,,1000,1000,1,4.9,2018-08-04 12:57:32,2018-08-04 12:57:32,,300
1003951,1000022,Diet A&W Caffeine-Free Root Beer,1,,9.99,,1000,1000,1,4.1,2018-08-17 01:14:40,2018-08-17 01:14:40,,300
1003952,1000000,Diet Coca-Cola 500ml,1,"Delicious, crisp tasting, no calorie sparkling cola.",2.89,https://d1ralsognjng37.cloudfront.net/f1bdcce8-ea3a-46e9-8858-6b9a7e7cf2ad.jpeg,1000,1000,1,4.9,2019-07-20 19:25:04,2019-07-20 19:25:04,,300
